id,name,uom
NWREF,eagle ford  new wells drilled per rig,count
NWRHA,haynesville new wells drilled per rig,count
NWRPM,permian new wells drilled per rig,count
NWRR48,"rest of lower 48 states, excluding gom  new wells drilled per rig",count
OBCMGEN_US,"commercial sector net generation from other nonrenewable fuels, united states",bkwh
OBEPGEN_CA,"electric power sector  net generation from other nonrenewable fuels, california",bkwh
OBEPGEN_FL,"electric power sector  net generation from other nonrenewable fuels, florida (frcc)",bkwh
OBEPGEN_HA,"electric power sector  net generation from other nonrenewable fuels, hawaii and alaska",bkwh
OBEPGEN_MW,"electric power sector  net generation from other nonrenewable fuels, midwest (midcontinent iso)",bkwh
OBEPGEN_NE,"electric power sector  net generation from other nonrenewable fuels, new england (iso-ne)",bkwh
OBEPGEN_NW,"electric power sector  net generation from other nonrenewable fuels, northwest",bkwh
OBEPGEN_NY,"electric power sector  net generation from other nonrenewable fuels, new york (nyiso)",bkwh
OBEPGEN_PJ,"electric power sector  net generation from other nonrenewable fuels, mid-atlantic (pjm)",bkwh
OBEPGEN_SE,"electric power sector  net generation from other nonrenewable fuels, southeast (serc)",bkwh
OBEPGEN_SP,"electric power sector  net generation from other nonrenewable fuels, central (spp iso)",bkwh
OBEPGEN_SW,"electric power sector  net generation from other nonrenewable fuels, southwest",bkwh
OBEPGEN_TX,"electric power sector  net generation from other nonrenewable fuels, texas (ercot)",bkwh
OBEPGEN_US,"electric power sector net generation from other nonrenewable fuels, united states",bkwh
OBINGEN_US,"industrial sector net generation from other nonrenewable fuels, united states",bkwh
OBNIPUS,other biofuels net imports,mbd
OBPRPUS,other biofuels production,mbd
OBPSPUS,other biofuels inventory,mb
OBTCPUS,other biofuels consumption,mbd
OBTOGEN_US,"net generation from other nonrenewable fuels, all sectors, united states",bkwh
OGCEPUS,commercial sector generation from other gases,bkwhd
OGCHCGW_US,u.s. commercial and industrial sectors other gases net summer generating capacity,gw
OGCMGEN_US,"commercial sector net generation from other gases, united states",bkwh
OGCOPUS,industrial sector generation from other gases,bkwhd
OGEPCGW_US,u.s. electric power sector other gases net summer generating capacity,gw
OGEPGEN_CA,"electric power sector net generation from other gases, california",bkwh
OGEPGEN_FL,"electric power sector net generation from other gases, florida (frcc)",bkwh
OGEPGEN_HA,"electric power sector net generation from other gases, hawaii and alaska",bkwh
OGEPGEN_MW,"electric power sector net generation from other gases, midwest (midcontinent iso)",bkwh
OGEPGEN_NE,"electric power sector net generation from other gases, new england (iso-ne)",bkwh
OGEPGEN_NW,"electric power sector net generation from other gases, northwest",bkwh
OGEPGEN_NY,"electric power sector net generation from other gases, new york (nyiso)",bkwh
OGEPGEN_PJ,"electric power sector net generation from other gases, mid-atlantic (pjm)",bkwh
OGEPGEN_SE,"electric power sector net generation from other gases, southeast (serc)",bkwh
OGEPGEN_SP,"electric power sector net generation from other gases, central (spp iso)",bkwh
OGEPGEN_SW,"electric power sector net generation from other gases, southwest",bkwh
OGEPGEN_TX,"electric power sector net generation from other gases, texas (ercot)",bkwh
OGEPGEN_US,"electric power sector net generation from other gases, united states",bkwh
OGEPTOT,electric power sector generation from other gases,bkwhd
OGINGEN_US,"industrial sector net generation from other gases, united states",bkwh
OGTOGEN_US,"net generation from other gases, all sectors, united states",bkwh
OGTOPUS,generation from other gases by all sectors,bkwhd
OHNIPUS,other hc/oxygenates net imports,mbd
OHPRPUS,other hc/oxygenates production,mbd
OHPSPUS,other hc/oxygenates inventory,mb eop
OHRIPUS,other hc/oxygenates adjustment,mbd
OHTCPUS,other hc/oxygenates consumption,mbd
OPCEPUS,commercial sector generation from other petroleum,bkwhd
OPCOPUS,industrial sector generation from other petroleum,bkwhd
OPEC_NC,opec non-crude oil liquids production,mbd
OPEPTOT,electric power sector generation from other petroleum,bkwhd
ORCAPUS,refinery operable distillation capacity  ,mbd
OREPTOT,electric power sector generation from other renewables,bkwhd
ORUTCUS,refinery distillation utilization factor ,op factor
OTCEPUS,commercial sector generation from other nonrenewable fuels,bkwhd
OTCHCGW_US,u.s. commercial and industrial sectors other non-renewable sources net summer generating capacity,gw
OTCOPUS,industrial sector generation from other nonrenewable fuels,bkwhd
OTEPCGW_US,u.s. electric power sector other non-renewable sources net summer generating capacity,gw
OTEPTOT,electric power sector generation from other nonrenewable fuels,bkwhd
OTTOPUS,generation from other nonrenewable fuels by all sectors,bkwhd
OWCCBUS,commercial sector consumption of non-wood waste biomass energy,qbtu
OWCHCAP_US,comm. and indus. sectors waste biomass net summer capacity,mw
OWCHCGW_US,u.s. commercial and industrial sectors waste biomass net summer generating capacity,gw
OWCHGEN_US,"industrial and commercial sector net generation from waste biomass, united states",bkwh
OWEPCAP_US,electric power sector waste biomass net summer capacity,mw
OWEPCGW_US,u.s. electric power sector waste biomass net summer generating capacity,gw
OWEPCONB,electric power sector consumption of non-wood waste biomass energy,qbtu
OWEPGEN_US,"electric power sector net generation from waste biomass, united states",bkwh
OWICBUS,industrial sector consumption of non-wood waste biomass energy,qbtu
OWTCBUS,consumption of non-wood waste biomass energy by all sectors,qbtu
OWTOPUS,generation from other renewable sources by all sectors,bkwhd
OXFPPUS,oxygenates (excluding fuel ethanol) adjustments,mbd
OXNIPUS,oxygenates (excluding fuel ethanol) net imports,mbd
OXPRPUS,oxygenates (excluding fuel ethanol) plant net production,mbd
OXRIPUS,oxygenates (excluding fuel ethanol) refinery input,mbd
P3IMPUS,propylene (refinery-grade) gross imports,mbd
P3PSPP1,propylene (refinery-grade) padd 1 (east coast) inventory,mb eop
P3PSPP2,propylene (refinery-grade) padd 2 (midwest) inventory,mb eop
P3PSPP3,propylene (refinery-grade) padd 3 (gulf coast) inventory,mb eop
P3PSPUS,propylene (refinery-grade) us total inventory,mb eop
P3ROPUS,propylene refinery and blender net production,mbd
P3TCPUS,propylene (refinery-grade) consumption,mbd
PACEPUS,commercial sector generation from petroleum (all types),bkwhd
PACHCGW_US,u.s. commercial and industrial sectors petroleum net summer generating capacity,gw
PACMCNS_US,"commercial sector consumption of petroleum, united states",kb
PACMGEN_US,"commercial sector net generation from petroleum, united states",bkwh
PACOPUS,industrial sector generation from petroleum (all types),bkwhd
PADI_AJ,"unplanned liquid fuel production disruptions, azerbaijan",mbd
PADI_AR,"unplanned liquid fuel production disruptions, argentina",mbd
PADI_AS,"unplanned liquid fuel production disruptions, australia",mbd
PADI_BR,"unplanned liquid fuel production disruptions, brazil",mbd
PADI_CA,"unplanned liquid fuel production disruptions, canada",mbd
PADI_CD,"unplanned liquid fuel production disruptions, chad",mbd
PADI_CH,"unplanned liquid fuel production disruptions, china",mbd
PADI_CO,"unplanned liquid fuel production disruptions, colombia",mbd
PADI_GB,"unplanned liquid fuel production disruptions, gabon",mbd
PADI_GH,"unplanned liquid fuel production disruptions, ghana",mbd
PADI_ID,"unplanned liquid fuel production disruptions, indonesia",mbd
PADI_IR,"unplanned crude oil production disruptions, iran",mbd
PADI_IZ,"unplanned crude oil production disruptions, iraq",mbd
PADI_KU,"unplanned crude oil production disruptions, kuwait",mbd
PADI_LY,"unplanned crude oil production disruptions, libya",mbd
PADI_MX,"unplanned liquid fuel production disruptions, mexico",mbd
PADI_NI,"unplanned crude oil production disruptions, nigeria",mbd
PADI_NO,"unplanned crude oil production disruptions, norway",mbd
PADI_NONOPEC,"unplanned liquid fuel production disruptions, countries outside of the organization of the petroleum exporting countries",mbd
PADI_OPEC,"unplanned crude oil production disruptions, organization of the petroleum exporting countries",mbd
PADI_PE,"unplanned liquid fuel production disruptions, peru",mbd
PADI_RS,"unplanned liquid fuel production disruptions, russia",mbd
PADI_SA,"unplanned liquid fuel production disruptions, saudi arabia",mbd
PADI_SU,"unplanned liquid fuel production disruptions, sudan and south sudan",mbd
PADI_SY,"unplanned liquid fuel production disruptions, syria",mbd
PADI_UK,"unplanned liquid fuel production disruptions, united kingdom",mbd
PADI_US,"unplanned liquid fuel production disruptions, united states",mbd
PADI_VE,"unplanned liquid fuel production disruptions, venezuela",mbd
PADI_YM,"unplanned liquid fuel production disruptions, yemen",mbd
PAEPCGW_US,u.s. electric power sector petroleum net summer generating capacity,gw
PAEPCNS_CA,"electric power sector  consumption of petroleum, california",kb
PAEPCNS_FL,"electric power sector  consumption of petroleum, florida (frcc)",kb
PAEPCNS_HA,"electric power sector  consumption of petroleum, hawaii and alaska",kb
PAEPCNS_MW,"electric power sector  consumption of petroleum, midwest (midcontinent iso)",kb
PAEPCNS_NE,"electric power sector  consumption of petroleum, new england (iso-ne)",kb
PAEPCNS_NW,"electric power sector  consumption of petroleum, northwest",kb
PAEPCNS_NY,"electric power sector  consumption of petroleum, new york (nyiso)",kb
PAEPCNS_PJ,"electric power sector  consumption of petroleum, mid-atlantic (pjm)",kb
PAEPCNS_SE,"electric power sector  consumption of petroleum, southeast (serc)",kb
PAEPCNS_SP,"electric power sector  consumption of petroleum, central (spp iso)",kb
PAEPCNS_SW,"electric power sector  consumption of petroleum, southwest",kb
PAEPCNS_TX,"electric power sector  consumption of petroleum, texas (ercot)",kb
PAEPCNS_US,"electric power sector  consumption of petroleum, united states",kb
PAEPGEN_CA,"electric power sector net generation from petroleum, california",bkwh
PAEPGEN_FL,"electric power sector net generation from petroleum, florida (frcc)",bkwh
PAEPGEN_HA,"electric power sector net generation from petroleum, hawaii and alaska",bkwh
PAEPGEN_MW,"electric power sector net generation from petroleum, midwest (midcontinent iso)",bkwh
PAEPGEN_NE,"electric power sector net generation from petroleum, new england (iso-ne)",bkwh
PAEPGEN_NW,"electric power sector net generation from petroleum, northwest",bkwh
PAEPGEN_NY,"electric power sector net generation from petroleum, new york (nyiso)",bkwh
PAEPGEN_PJ,"electric power sector net generation from petroleum, mid-atlantic (pjm)",bkwh
PAEPGEN_SE,"electric power sector net generation from petroleum, southeast (serc)",bkwh
PAEPGEN_SP,"electric power sector net generation from petroleum, central (spp iso)",bkwh
PAEPGEN_SW,"electric power sector net generation from petroleum, southwest",bkwh
PAEPGEN_TX,"electric power sector net generation from petroleum, texas (ercot)",bkwh
PAEPGEN_US,"electric power sector net generation from petroleum, united states",bkwh
PAEPTOT,electric power sector generation from petroleum (all types),bkwhd
PAFPPUS,petroleum products adjustment,mbd
PAGLPUS,refinery processing gain,mbd
PAIMPORT,total petroleum net imports,mbd
PAINCNS_US,"industrial sector consumption of petroleum, united states",kb
PAINGEN_US,"industrial sector net generation from petroleum, united states",bkwh
PANIPUS,petroleum product net imports,mbd
PAPR48NGOM,lower 48 states (excl gom) crude oil production,mbd
PAPRPAK,alaska crude oil production,mbd
PAPRPGLF,crude oil production federal gulf of mexico,mbd
PAPR_AG,"crude oil and liquid fuels supply, algeria",mbd
PAPR_AJ,"crude oil and liquid fuels supply, azerbaijan",mbd
PAPR_AO,"crude oil and liquid fuels supply, angola",mbd
PAPR_AR,"crude oil and liquid fuels supply, argentina",mbd
PAPR_AS,"crude oil and liquid fuels supply, australia",mbd
PAPR_BA,"crude oil and liquid fuels supply, bahrain",mbd
PAPR_BR,"crude oil and liquid fuels supply, brazil",mbd
PAPR_BX,"crude oil and liquid fuels supply, brunei",mbd
PAPR_CA,"crude oil and liquid fuels supply, canada",mbd
PAPR_CF,"crude oil and liquid fuels supply, equatorial guinea",mbd
PAPR_CH,"crude oil and liquid fuels supply, china",mbd
PAPR_CO,"crude oil and liquid fuels supply, colombia",mbd
PAPR_EC,"crude oil and liquid fuels supply, ecuador",mbd
PAPR_EG,"crude oil and liquid fuels supply, egypt",mbd
PAPR_EK,"crude oil and liquid fuels supply, equatorial guinea",mbd
PAPR_FSU,eurasia petroleum production,mbd
PAPR_GB,"crude oil and liquid fuels supply, gabon",mbd
PAPR_GY,"crude oil and liquid fuels supply, guyana",mbd
PAPR_ID,"crude oil and liquid fuels supply, indonesia",mbd
PAPR_IN,"crude oil and liquid fuels supply, india",mbd
PAPR_IR,"crude oil and liquid fuels supply, iran",mbd
PAPR_IZ,"crude oil and liquid fuels supply, iraq",mbd
PAPR_KU,"crude oil and liquid fuels supply, kuwait",mbd
PAPR_KZ,"crude oil and liquid fuels supply, kazakhstan",mbd
PAPR_LY,"crude oil and liquid fuels supply, libya",mbd
PAPR_MU,"crude oil and liquid fuels supply, oman",mbd
PAPR_MX,"crude oil and liquid fuels supply, mexico",mbd
PAPR_MY,"crude oil and liquid fuels supply, malaysia",mbd
PAPR_NI,"crude oil and liquid fuels supply, nigeria",mbd
PAPR_NO,"crude oil and liquid fuels supply, norway",mbd
PAPR_NONOECD,"crude oil and liquid fuels supply, total non-oecd",mbd
PAPR_NONOPEC,total non-opec liquids petroleum production,mbd
PAPR_NONOPECPLUS,non-opec liquids petroleum production from non-opec+,mbd
PAPR_NONOPECPLUS_XUS,non-opec liquids petroleum production from non-opec+ excluding the us,mbd
PAPR_NONOPEC_I_OPECNC,non- opec + opec non-crude production,mbd
PAPR_OD,"crude oil and liquid fuels supply, south sudan",mbd
PAPR_OECD,oecd petroleum production,mbd
PAPR_OFSU,"crude oil and liquid fuels supply, other eurasia",mbd
PAPR_OLA,"crude oil and liquid fuels supply, other central and s. america",mbd
PAPR_OPEC,total opec petroleum supply,mbd
PAPR_OPECPLUS,total opec+ petroleum supply,mbd
PAPR_OPECPLUS_OPEC,opec+ liquids petroleum production from opec members subject to opec+ agreements,mbd
PAPR_OPECPLUS_OTHER,opec+ liquids from other opec+ participants,mbd
PAPR_OTHEROECD,other oecd petroleum production,mbd
PAPR_OTHER_NONOECD,other non-oecd petroleum production,mbd
PAPR_QA,"crude oil and liquid fuels supply, qatar",mbd
PAPR_RS,"crude oil and liquid fuels supply, russia",mbd
PAPR_SA,"crude oil and liquid fuels supply, saudi arabia",mbd
PAPR_SU,"crude oil and liquid fuels supply, sudan",mbd
PAPR_SY,"crude oil and liquid fuels supply, syria",mbd
PAPR_TC,"crude oil and liquid fuels supply, united arab emirates",mbd
PAPR_TX,"crude oil and liquid fuels supply, turkmenistan",mbd
PAPR_UK,"crude oil and liquid fuels supply, united kingdom",mbd
PAPR_US,"crude oil and liquid fuels supply, united states",mbd
PAPR_VE,"crude oil and liquid fuels supply, venezuela",mbd
PAPR_VM,"crude oil and liquid fuels supply, vietnam",mbd
PAPR_WORLD,total world petroleum production,mbd
PAPR_YM,"crude oil and liquid fuels supply, yemen",mbd
PARIPUS,total refinery input,mbd
PARNPUS,renewables and oxygenate production,mbd
PAROPUS,total refinery output,mbd
PASC_OECD_T3,oecd end-of-period commercial crude oil and other liquids inventory,mb eop
PASC_OOECD_T3,other oecd end-of-period commercial crude oil and other liquids inventory,mb eop
PASC_US,u.s. end-of-period commercial crude oil and other liquids inventory,mb
PASUPPLY,total petroleum product supply,mbd
PASXPUS,total end-of-period commercial crude oil and other liquids inventory,mb eop
PATCCO2,carbon dioxide emissions from petroleum and other liquid fuels,mmt
PATCPUSX,total petroleum and other liquids product supplied,mbd
PATC_BR,"liquid fuels consumption, brazil",mbd
PATC_CA,"liquid fuels consumption, canada",mbd
PATC_CH,"liquid fuels consumption, china",mbd
PATC_FSU,"liquid fuels consumption, non-oecd eurasia",mbd
PATC_IN,"liquid fuels consumption, india",mbd
PATC_JA,"liquid fuels consumption, japan",mbd
PATC_MX,"liquid fuels consumption, mexico",mbd
PATC_NONOECD_EUROPE,"liquid fuels consumption, europe non-oecd",mbd
PATC_NON_OECD,"liquid fuels consumption, total non-oecd",mbd
PATC_OECD,"liquid fuels consumption, total oecd",mbd
PATC_OECD_EUROPE,"liquid fuels consumption, europe oecd",mbd
PATC_OTHER_ASIA,"liquid fuels consumption, other asia",mbd
PATC_OTHER_NONOECD,"liquid fuels consumption, other non-oecd",mbd
PATC_OTHER_OECD,"liquid fuels consumption, other oecd",mbd
PATC_R01,"liquid fuels consumption, total north america",mbd
PATC_R02,"liquid fuels consumption, total central and south america",mbd
PATC_R03,"liquid fuels consumption, total europe",mbd
PATC_R04,"liquid fuels consumption, total eurasia",mbd
PATC_R05,"liquid fuels consumption, total middle east",mbd
PATC_R06,"liquid fuels consumption, total africa",mbd
PATC_R07,"liquid fuels consumption, total asia and oceania",mbd
PATC_RS,"liquid fuels consumption, russia",mbd
PATC_US,"liquid fuels consumption, united states",mbd
PATC_UST,"liquid fuels consumption, u.s. territories",mbd
PATC_WORLD,"liquid fuels consumption, total world",mbd
PATOGEN_US,"net generation from petroleum, all sectors, united states",bkwh
PATOPUS,generation from petroleum by all sectors,bkwhd
PATRPUS,petroleum products transfers to crude oil supply ,mbd
PCCEPUS,commercial sector generation from petroleum coke,bkwhd
PCCOPUS,industrial sector generation from petroleum coke,bkwhd
PCEPTOT,electric power sector generation from petroleum coke,bkwhd
PCPS_EP,"petroleum coke stocks, electric power sector",mb eop
PCTCPUS,petroleum coke product supplied,mbd
PPFPPUS,natural gasoline (pentanes plus) production at natural gas processing plants,mbd
PPNIPUS,natural gasoline (pentanes plus)net imports,mbd
PPPRPUS,natural gasoline (pentanes plus) renewable fuels and oxygenanted plant net production,mbd
PPPSPUS,natural gasoline (pentanes plus)inventory,mb eop
PPRIPUS,natural gasoline (pentanes plus) refinery and blender net  input,mbd
PPTCPUS,natural gasoline (pentanes plus) product supplied,mbd
PRFPPUS,propane production at natural gas processing plants,mbd
PRIMEUS,u.s. prime lending rate,pct
PRMBUUS,mont belvieu propane spot price,c/gal
PRMBUUS_$,mont belvieu propane spot price,usd/gal
PRNIPUS,propane/propylene net imports,mbd
PROD_DRAW,petroleum product net inventory withdrawals,mbd
PRPSPP1,propane/propylene padd 1 (east coast) inventory,mb eop
PRPSPP2,propane/propylene padd 2 (midwest) inventory,mb eop
PRPSPP3,propane/propylene padd 3 (gulf coast) inventory,mb eop
PRPSPP4,propane/propylene padd 4 (rocky mountain) inventory,mb eop
PRPSPP5,propane/propylene padd 5 (west coast) inventory,mb eop
PRPSPUS,propane/propylene oil u.s. total inventory,mb eop
PRRCAMW,propane retail price incl taxes midwest,c/gal
PRRCANE,propane retail price incl taxes northeast,c/gal
PRRCASO,propane retail price incl taxes south,c/gal
PRRCAUS,propane retail price incl taxes  u.s. average,usd/gal
PRROPUS,propane/propylene refinery and blender net production,mbd
PRTCPUS,propane/propylene product supplied,mbd
PSNIPUS,other oils net imports,mbd
PSPSPUS,other oils inventory,mb eop
PSROPUS,other oils refinery output,mbd
PSTCPUS,other oils product supplied,mbd
QHALLC_ENC,households e. n. central,k
QHALLC_ESC,households e. s. central,k
QHALLC_MAC,households middle atlantic,k
QHALLC_MTN,households mountain,k
QHALLC_NEC,households new england,k
QHALLC_PAC,households pacific,k
QHALLC_SAC,households s. atlantic,k
QHALLC_US_PCT,u.s. households,pct yoy
QHALLC_WNC,households w. n. central,k
QHALLC_WSC,households w. s. central,k
QSIC_CL,coal-weighted industrial production index,index 2017=100
QSIC_DF,distillate-weighted industrial production index,index 2017=100
QSIC_DF_PCT,distillate-weighted industrial production index,pct yoy
QSIC_EL,electricity-weighted industrial production index,index 2017=100
QSIC_NG,natural gas-weighted industrial production index,index 2017=100
QSIC_NG_PCT,natural gas-weighted industrial production index,pct yoy
RACPUUS,refiner average crude oil acquisition cost,usd/bbl
RACPUUS_$,refiner average crude oil acquisition cost,usd/gal
RAIMUUS,imported  crude oil price,usd/bbl
RAIMUUS_RP,imported  crude oil real price,real usd/bbl
RDNIPUS,renwable diesel net imports,mbd
RDPRPUS,renewable diesel production,mbd
RDPSPUS,renewable diesel inventory,mb
RDRIPUS,renewable diesel net inputs,mbd
RDTCPUS,renewable diesel consumption,mbd
RDTCPUS_PS,renewable diesel product supplied,mbd
REACBUS,transportation sector total consumption of renewable energy,qbtu
RECCBUS,commercial sector total consumption of renewable energy,qbtu
REECBUS,electric power sector total consumption of renewable energy,qbtu
REICBUS,industrial sector total consumption of renewable energy,qbtu
RERCBUS,residential sector total consumption of renewable energy,qbtu
RETCBUS,total consumption of renewable energy by all sectors,qbtu
REXCBUS,total consumption of renewable energy for electricity and heat generation,qbtu
RFCEPUS,commercial sector generation from residual fuel oil,bkwhd
RFCOPUS,industrial sector generation from residual fuel oil,bkwhd
RFEPTOT,electric power sector generation from residual fuel oil,bkwhd
RFEUDUS,cost of residual fuel oil delivered to electric generating plants,usd/mmbtu
RFNIPUS,residual fuel oil net imports,mbd
RFPSPUS,residual fuel oil inventory,mb eop
RFPS_EP,"residual fuel oil stocks, electric power sector",mb eop
RFROPUS,residual fuel refinery output,mbd
RFTCPUS,residual fuel oil product supplied,mbd
RFTCUUS,no. 6 residual fuel oil price,c/gal
RFTCUUS_$,no. 6 residual fuel oil price,usd/gal
RIGSAP,appalachia active rigs,count
RIGSBK,bakken active rigs,count
RIGSEF,eagle ford active rigs,count
RIGSHA,haynesville active rigs,count
RIGSPM,permian active rigs,count
RIGSR48,"rest of lower 48 states, excluding gom active rigs",count
RNCMGEN_US,"commercial sector net generation from renewables excluding hydropower, united states",bkwh
RNEPGEN_CA,"electric power sector net generation from renewables excluding hydropower, california",bkwh
RNEPGEN_FL,"electric power sector net generation from renewables excluding hydropower, florida (frcc)",bkwh
RNEPGEN_HA,"electric power sector net generation from renewables excluding hydropower, hawaii and alaska",bkwh
RNEPGEN_MW,"electric power sector net generation from renewables excluding hydropower, midwest (midcontinent iso)",bkwh
RNEPGEN_NE,"electric power sector net generation from renewables excluding hydropower, new england (iso-ne)",bkwh
RNEPGEN_NW,"electric power sector net generation from renewables excluding hydropower, northwest",bkwh
RNEPGEN_NY,"electric power sector net generation from renewables excluding hydropower, new york (nyiso)",bkwh
RNEPGEN_PJ,"electric power sector net generation from renewables excluding hydropower, mid-atlantic (pjm)",bkwh
RNEPGEN_SE,"electric power sector net generation from renewables excluding hydropower, southeast (serc)",bkwh
RNEPGEN_SP,"electric power sector net generation from renewables excluding hydropower, central (spp iso)",bkwh
RNEPGEN_SW,"electric power sector net generation from renewables excluding hydropower, southwest",bkwh
RNEPGEN_TX,"electric power sector net generation from renewables excluding hydropower, texas (ercot)",bkwh
RNEPGEN_US,"electric power sector net generation from renewables excluding hydropower, united states",bkwh
RNFPPUS,renewable fuels except fuel ethanol adjustments,mbd
RNINGEN_US,"industrial sector net generation from renewables excluding hydropower, united states",bkwh
RNNIPUS,renewable fuels except fuel ethanol net imports,mbd
RNPRPUS,renewable fuels except fuel ethanol production,mbd
RNRIPUS,renewable fuels except fuel ethanol refinery and blender net inputs,mbd
RNTOGEN_US,"net generation from renewables excluding hydropower, all sectors, united states",bkwh
RNTOPUS,generation from renewables (excluding hydro) by all sectors,bkwhd
RSPRPUS,total raw steel production,mmst
RTEPGEN_CA,"electric power sector net generation from renewable energy (all types), california",bkwh
RTEPGEN_FL,"electric power sector net generation from renewable energy (all types), florida (frcc)",bkwh
RTEPGEN_HA,"electric power sector net generation from renewable energy (all types), hawaii and alaska",bkwh
RTEPGEN_MW,"electric power sector net generation from renewable energy (all types), midwest (midcontinent iso)",bkwh
RTEPGEN_NE,"electric power sector net generation from renewable energy (all types), new england (iso-ne)",bkwh
RTEPGEN_NW,"electric power sector net generation from renewable energy (all types), northwest",bkwh
RTEPGEN_NY,"electric power sector net generation from renewable energy (all types), new york (nyiso)",bkwh
RTEPGEN_PJ,"electric power sector net generation from renewable energy (all types), mid-atlantic (pjm)",bkwh
RTEPGEN_SE,"electric power sector net generation from renewable energy (all types), southeast (serc)",bkwh
RTEPGEN_SP,"electric power sector net generation from renewable energy (all types), central (spp iso)",bkwh
RTEPGEN_SW,"electric power sector net generation from renewable energy (all types), southwest",bkwh
RTEPGEN_TX,"electric power sector net generation from renewable energy (all types), texas (ercot)",bkwh
RTEPGEN_US,"electric power sector net generation from renewable energy (all types), united states",bkwh
RTEPSHR_US,renewables share of u.s. electricity generation,pct
SGTCPUS,still gas product supplied,mbd
SNGPRBK,shale natural gas production from bakken formation,bcfd
SNGPRBN,shale natural gas production from barnett formation,bcfd
SNGPREF,shale natural gas production from eagle ford formation,bcfd
SNGPRFY,shale natural gas production from fayetteville formation,bcfd
SNGPRHA,shale natural gas production from haynesville formation,bcfd
SNGPRL48,shale dry natural gas production,bcfd
SNGPRMC,shale natural gas production from marcellus formation,bcfd
SNGPRMP,shale natural gas production from mississippian formation,bcfd
SNGPRNI,shale natural gas production from niobrara codell formation,bcfd
SNGPRPM,shale natural gas production from permian formations,bcfd
SNGPRR48,shale natural gas production from other u.s. formations,bcfd
SNGPRUA,shale natural gas production from utica formation,bcfd
SNGPRWF,shale natural gas production from woodford formation,bcfd
SOCCBUS,commercial sector consumption of solar energy,qbtu
SOCHCAP_US,comm. and indus. sectors large-scale solar net summer capacity,mw
SOCHCGW_US,u.s. commercial and industrial sectors solar net summer generating capacity,gw
SOCHGEN_US,"industrial and commercial sector net generation from utility-scale solar, united states",bkwh
SOCMGEN_US,"commercial sector net generation from utility-scale solar, united states",bkwh
SODCC_US,commercial sector small-scale solar photovoltaic capacity,mw
SODCG_US,"u.s. small-scale photovoltaic solar net summer capacity, commercial sector",gw
SODCP_US,"commercial sector generation from small-scale solar photovoltaic, united states",bkwh
SODIC_US,industrial sector small-scale solar photovoltaic capacity,mw
SODIG_US,"u.s. small-scale photovoltaic solar net summer capacity, industrial sector",gw
SODIP_US,"industrial sector generation from small-scale solar photovoltaic, united states",bkwh
SODRC_US,residential sector small-scale solar photovoltaic capacity,mw
SODRG_US,"u.s. small-scale photovoltaic solar net summer capacity, residendential sector",gw
SODRP_US,"residential sector generation from small-scale solar photovoltaic, united states",bkwh
SODTC_US,total small-scale solar photovoltaic capacity,mw
SODTG_US,"u.s. small-scale photovoltaic solar net summer capacity, all sectors total",gw
SODTP_US,"total generation from small-scale solar photovoltaic, united states",bkwh
SOECBUS,electric power sector consumption of solar energy,qbtu
SOEPCAPX_US,electric power sector large-scale solar net summer capacity,mw
SOEPCGWX_US,u.s. electric power sector solar net summer generating capacity,gw
SOEPGEN_CA,"electric power sector net generation from utility-scale solar, california",bkwh
SOEPGEN_FL,"electric power sector net generation from utility-scale solar, florida (frcc)",bkwh
SOEPGEN_HA,"electric power sector net generation from utility-scale solar, hawaii and alaska",bkwh
SOEPGEN_MW,"electric power sector net generation from utility-scale solar, midwest (midcontinent iso)",bkwh
SOEPGEN_NE,"electric power sector net generation from utility-scale solar, new england (iso-ne)",bkwh
SOEPGEN_NW,"electric power sector net generation from utility-scale solar, northwest",bkwh
SOEPGEN_NY,"electric power sector net generation from utility-scale solar, new york (nyiso)",bkwh
SOEPGEN_PJ,"electric power sector net generation from utility-scale solar, mid-atlantic (pjm)",bkwh
SOEPGEN_SE,"electric power sector net generation from utility-scale solar, southeast (serc)",bkwh
SOEPGEN_SP,"electric power sector net generation from utility-scale solar, central (spp iso)",bkwh
SOEPGEN_SW,"electric power sector net generation from utility-scale solar, southwest",bkwh
SOEPGEN_TX,"electric power sector net generation from utility-scale solar, texas (ercot)",bkwh
SOEPGEN_US,"electric power sector net generation from utility-scale solar, united states",bkwh
SOEPTOT,electric power sector generation from large-scale solar,bkwhd
SOICBUS,industrial sector consumption of solar energy,qbtu
SOINGEN_US,"industrial sector net generation from utility-scale solar, united states",bkwh
SORCBUS,residential sector consumption of solar energy,qbtu
SOTCBUS,consumption of solar energy by all sectors,qbtu
SOTOGEN_US,"net generation from utility-scale solar, all sectors, united states",bkwh
SOTOPUS,generation from large-scale solar by all sectors,bkwhd
SPEPCGWX_US,u.s. electric power sector solar photovoltaic net summer generating capacity,gw
STEPCGW_US,u.s. electric power sector solar thermal net summer generating capacity,gw
T3B_PAPR_R01,"crude oil and liquid fuels supply, total north america",mbd
T3B_PAPR_R02,"crude oil and liquid fuels supply, total central and south america",mbd
T3B_PAPR_R03,"crude oil and liquid fuels supply, total europe",mbd
T3B_PAPR_R04,"crude oil and liquid fuels supply, total fsu and eastern europe",mbd
T3B_PAPR_R05,"crude oil and liquid fuels supply, total middle east ",mbd
T3B_PAPR_R06,"crude oil and liquid fuels supply, total africa ",mbd
